Hourly measurement data supplied by UK-air on 16/01/2026,,,,,,,
All Data GMT hour ending,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,
Site Name,,Sheffield Barnsley Road,,Sheffield Devonshire Green,,Sheffield Tinsley,
Latitude,,53.40495,,53.378622,,53.41058,
Longitude,,-1.455815,,-1.478096,,-1.396139,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,
Local Authority,,Sheffield,,Sheffield,,Sheffield,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status,Nitrogen dioxide,Status
04/08/2022,03:00:00,11.99341,V ugm-3,5.20007,V ugm-3,15.44872,V ugm-3
04/08/2022,04:00:00,12.31075,V ugm-3,5.61195,V ugm-3,20.26928,V ugm-3
04/08/2022,05:00:00,20.43292,V ugm-3,5.97224,V ugm-3,20.68724,V ugm-3
04/08/2022,06:00:00,21.61698,V ugm-3,3.96494,V ugm-3,24.12862,V ugm-3
04/08/2022,07:00:00,18.52401,V ugm-3,5.76804,V ugm-3,25.58605,V ugm-3
04/08/2022,08:00:00,16.37953,V ugm-3,5.51148,V ugm-3,30.39335,V ugm-3
04/08/2022,09:00:00,11.63062,V ugm-3,5.2035,V ugm-3,26.38016,V ugm-3
04/08/2022,10:00:00,9.829,V ugm-3,4.17536,V ugm-3,21.65797,V ugm-3
04/08/2022,11:00:00,10.69826,V ugm-3,3.14266,V ugm-3,18.2979,V ugm-3
04/08/2022,12:00:00,12.96306,V ugm-3,6.23206,V ugm-3,18.80947,V ugm-3
04/08/2022,13:00:00,11.62952,V ugm-3,3.9153,V ugm-3,19.79754,V ugm-3
04/08/2022,14:00:00,15.42344,V ugm-3,4.22405,V ugm-3,21.13654,V ugm-3
04/08/2022,15:00:00,16.53851,V ugm-3,4.79031,V ugm-3,20.15051,V ugm-3
04/08/2022,16:00:00,24.39913,V ugm-3,4.99599,V ugm-3,19.06101,V ugm-3
04/08/2022,17:00:00,13.45505,V ugm-3,6.07697,V ugm-3,17.81767,V ugm-3
04/08/2022,18:00:00,16.96078,V ugm-3,6.28223,V ugm-3,17.45246,V ugm-3
04/08/2022,19:00:00,16.20597,V ugm-3,7.98089,V ugm-3,16.77786,V ugm-3
04/08/2022,20:00:00,14.9674,V ugm-3,9.98824,V ugm-3,18.43611,V ugm-3
04/08/2022,21:00:00,18.27939,V ugm-3,10.03972,V ugm-3,23.15524,V ugm-3
04/08/2022,22:00:00,20.26598,V ugm-3,7.3112,V ugm-3,29.19698,V ugm-3
04/08/2022,23:00:00,27.32089,V ugm-3,5.76627,V ugm-3,19.79211,V ugm-3
04/08/2022,24:00:00,12.18155,V ugm-3,6.12703,V ugm-3,13.05292,V ugm-3
05/08/2022,01:00:00,No data,V ugm-3,4.87346,V ugm-3,12.43899,V ugm-3
05/08/2022,02:00:00,1.99873,V ugm-3,5.28539,V ugm-3,13.54654,V ugm-3
05/08/2022,03:00:00,1.11808,V ugm-3,4.42711,V ugm-3,12.23159,V ugm-3
05/08/2022,04:00:00,5.37057,V ugm-3,5.45659,V ugm-3,16.69034,V ugm-3
05/08/2022,05:00:00,14.43939,V ugm-3,5.86824,V ugm-3,22.76893,V ugm-3
05/08/2022,06:00:00,14.44511,V ugm-3,8.03114,V ugm-3,29.56471,V ugm-3
05/08/2022,07:00:00,20.21007,V ugm-3,7.25913,V ugm-3,31.8959,V ugm-3
05/08/2022,08:00:00,20.40826,V ugm-3,7.62195,V ugm-3,28.67095,V ugm-3
05/08/2022,09:00:00,15.75943,V ugm-3,5.974,V ugm-3,25.77823,V ugm-3
05/08/2022,10:00:00,10.88518,V ugm-3,4.12074,V ugm-3,24.31678,V ugm-3
05/08/2022,11:00:00,14.56433,V ugm-3,6.28382,V ugm-3,23.22455,V ugm-3
05/08/2022,12:00:00,10.08309,V ugm-3,5.56264,V ugm-3,20.93929,V ugm-3
05/08/2022,13:00:00,9.88118,V ugm-3,4.89322,V ugm-3,21.46278,V ugm-3
05/08/2022,14:00:00,14.5847,V ugm-3,6.12859,V ugm-3,23.23174,V ugm-3
05/08/2022,15:00:00,12.42692,V ugm-3,6.54018,V ugm-3,23.79877,V ugm-3
05/08/2022,16:00:00,13.9693,V ugm-3,5.76852,V ugm-3,21.92936,V ugm-3
05/08/2022,17:00:00,10.38381,V ugm-3,6.23124,V ugm-3,20.36883,V ugm-3
05/08/2022,18:00:00,14.65922,V ugm-3,6.385,V ugm-3,15.75307,V ugm-3
05/08/2022,19:00:00,17.76004,V ugm-3,8.08302,V ugm-3,17.30674,V ugm-3
05/08/2022,20:00:00,17.22283,V ugm-3,10.81106,V ugm-3,21.8656,V ugm-3
05/08/2022,21:00:00,20.90571,V ugm-3,10.60523,V ugm-3,25.65174,V ugm-3
05/08/2022,22:00:00,15.92443,V ugm-3,11.7886,V ugm-3,23.62806,V ugm-3
05/08/2022,23:00:00,18.83714,V ugm-3,11.276,V ugm-3,20.72812,V ugm-3
05/08/2022,24:00:00,22.89917,V ugm-3,12.81943,V ugm-3,19.28208,V ugm-3
06/08/2022,01:00:00,11.16919,V ugm-3,13.46029,V ugm-3,16.94212,V ugm-3
06/08/2022,02:00:00,8.67326,V ugm-3,13.86628,V ugm-3,17.37871,V ugm-3
06/08/2022,03:00:00,5.88398,V ugm-3,11.8913,V ugm-3,17.11765,V ugm-3
06/08/2022,04:00:00,8.03037,V ugm-3,12.50799,V ugm-3,19.29245,V ugm-3
06/08/2022,05:00:00,10.47734,V ugm-3,6.58822,V ugm-3,22.15685,V ugm-3
06/08/2022,06:00:00,12.62246,V ugm-3,8.75047,V ugm-3,21.30081,V ugm-3
06/08/2022,07:00:00,15.71206,V ugm-3,7.10484,V ugm-3,20.21998,V ugm-3
06/08/2022,08:00:00,13.64228,V ugm-3,3.08942,V ugm-3,19.53487,V ugm-3
06/08/2022,09:00:00,10.11285,V ugm-3,3.70722,V ugm-3,17.84247,V ugm-3
06/08/2022,10:00:00,12.48319,V ugm-3,2.83239,V ugm-3,17.63943,V ugm-3
06/08/2022,11:00:00,11.22007,V ugm-3,4.47994,V ugm-3,20.75003,V ugm-3
06/08/2022,12:00:00,16.80211,V ugm-3,4.89206,V ugm-3,23.40689,V ugm-3
06/08/2022,13:00:00,23.26423,V ugm-3,6.79681,V ugm-3,28.87152,V ugm-3
06/08/2022,14:00:00,16.56346,V ugm-3,8.54822,V ugm-3,27.00232,V ugm-3
06/08/2022,15:00:00,18.80757,V ugm-3,7.05413,V ugm-3,25.42526,V ugm-3
06/08/2022,16:00:00,15.34061,V ugm-3,6.38475,V ugm-3,22.82331,V ugm-3
06/08/2022,17:00:00,16.77151,V ugm-3,7.56906,V ugm-3,20.18061,V ugm-3
06/08/2022,18:00:00,19.77003,V ugm-3,9.83401,V ugm-3,24.27398,V ugm-3
06/08/2022,19:00:00,21.3151,V ugm-3,10.45024,V ugm-3,23.90311,V ugm-3
06/08/2022,20:00:00,29.06902,V ugm-3,15.95685,V ugm-3,26.86074,V ugm-3
06/08/2022,21:00:00,42.08472,V ugm-3,13.38451,V ugm-3,31.08223,V ugm-3
06/08/2022,22:00:00,31.7624,V ugm-3,19.66976,V ugm-3,32.77186,V ugm-3
06/08/2022,23:00:00,30.90589,V ugm-3,21.06045,V ugm-3,34.29678,V ugm-3
06/08/2022,24:00:00,25.73621,V ugm-3,22.39904,V ugm-3,27.7672,V ugm-3
07/08/2022,01:00:00,14.04884,V ugm-3,16.81416,V ugm-3,18.68422,V ugm-3
07/08/2022,02:00:00,16.06482,V ugm-3,27.38378,V ugm-3,18.75333,V ugm-3
07/08/2022,03:00:00,20.9117,V ugm-3,35.52152,V ugm-3,16.40145,V ugm-3
07/08/2022,04:00:00,17.36668,V ugm-3,25.37412,V ugm-3,17.54446,V ugm-3
07/08/2022,05:00:00,16.42517,V ugm-3,15.23436,V ugm-3,19.57691,V ugm-3
07/08/2022,06:00:00,25.69952,V ugm-3,10.60247,V ugm-3,18.8409,V ugm-3
07/08/2022,07:00:00,25.79047,V ugm-3,7.1035,V ugm-3,16.2554,V ugm-3
07/08/2022,08:00:00,21.60008,V ugm-3,6.17721,V ugm-3,20.69593,V ugm-3
07/08/2022,09:00:00,8.03519,V ugm-3,4.42773,V ugm-3,17.61056,V ugm-3
07/08/2022,10:00:00,8.42913,V ugm-3,3.80984,V ugm-3,17.81196,V ugm-3
07/08/2022,11:00:00,10.61195,V ugm-3,4.99428,V ugm-3,17.96849,V ugm-3
07/08/2022,12:00:00,12.02872,V ugm-3,4.58245,V ugm-3,17.55212,V ugm-3
07/08/2022,13:00:00,13.00725,V ugm-3,5.40795,V ugm-3,18.84331,V ugm-3
07/08/2022,14:00:00,8.88662,V ugm-3,3.91241,V ugm-3,16.40076,V ugm-3
07/08/2022,15:00:00,10.17522,V ugm-3,4.42744,V ugm-3,22.0511,V ugm-3
07/08/2022,16:00:00,16.05134,V ugm-3,6.48613,V ugm-3,18.88678,V ugm-3
07/08/2022,17:00:00,13.77009,V ugm-3,5.09621,V ugm-3,19.25654,V ugm-3
07/08/2022,18:00:00,13.24498,V ugm-3,5.45636,V ugm-3,16.5552,V ugm-3
07/08/2022,19:00:00,14.1099,V ugm-3,8.49221,V ugm-3,15.77673,V ugm-3
07/08/2022,20:00:00,17.15398,V ugm-3,7.87421,V ugm-3,18.89061,V ugm-3
07/08/2022,21:00:00,16.30726,V ugm-3,7.10212,V ugm-3,19.35985,V ugm-3
07/08/2022,22:00:00,17.01533,V ugm-3,9.62335,V ugm-3,17.24393,V ugm-3
07/08/2022,23:00:00,24.74709,V ugm-3,9.31478,V ugm-3,18.5473,V ugm-3
07/08/2022,24:00:00,21.4259,V ugm-3,11.47649,V ugm-3,16.94375,V ugm-3
08/08/2022,01:00:00,17.11537,V ugm-3,16.05411,V ugm-3,13.24336,V ugm-3
08/08/2022,02:00:00,11.5595,V ugm-3,11.8012,V ugm-3,13.72411,V ugm-3
08/08/2022,03:00:00,5.40449,V ugm-3,7.5132,V ugm-3,19.16462,V ugm-3
08/08/2022,04:00:00,15.83872,V ugm-3,10.54933,V ugm-3,19.44186,V ugm-3
08/08/2022,05:00:00,17.6681,V ugm-3,11.52767,V ugm-3,21.70815,V ugm-3
08/08/2022,06:00:00,32.45605,V ugm-3,14.67393,V ugm-3,20.55297,V ugm-3
08/08/2022,07:00:00,34.80987,V ugm-3,21.63593,V ugm-3,22.30621,V ugm-3
08/08/2022,08:00:00,26.15232,V ugm-3,16.11676,V ugm-3,32.22916,V ugm-3
08/08/2022,09:00:00,No data,V ugm-3,10.81147,V ugm-3,15.69915,V ugm-3
08/08/2022,10:00:00,No data,V ugm-3,16.26883,V ugm-3,14.79158,V ugm-3
08/08/2022,11:00:00,No data,V ugm-3,16.01289,V ugm-3,18.23115,V ugm-3
08/08/2022,12:00:00,No data,V ugm-3,13.7451,V ugm-3,19.82371,V ugm-3
08/08/2022,13:00:00,No data,V ugm-3,7.36141,V ugm-3,17.10807,V ugm-3
08/08/2022,14:00:00,No data,V ugm-3,3.86047,V ugm-3,13.56584,V ugm-3
08/08/2022,15:00:00,No data,V ugm-3,6.94878,V ugm-3,17.92064,V ugm-3
08/08/2022,16:00:00,No data,V ugm-3,6.94804,V ugm-3,13.66114,V ugm-3
08/08/2022,17:00:00,No data,V ugm-3,7.20501,V ugm-3,19.8433,V ugm-3
08/08/2022,18:00:00,No data,V ugm-3,7.51382,V ugm-3,18.69397,V ugm-3
08/08/2022,19:00:00,No data,V ugm-3,11.32017,V ugm-3,25.16869,V ugm-3
08/08/2022,20:00:00,No data,V ugm-3,10.95956,V ugm-3,23.0908,V ugm-3
08/08/2022,21:00:00,No data,V ugm-3,11.31965,V ugm-3,24.07789,V ugm-3
08/08/2022,22:00:00,No data,V ugm-3,15.74459,V ugm-3,23.35711,V ugm-3
08/08/2022,23:00:00,No data,V ugm-3,11.83444,V ugm-3,30.86171,V ugm-3
08/08/2022,24:00:00,No data,V ugm-3,16.05335,V ugm-3,33.94703,V ugm-3
09/08/2022,01:00:00,No data,V ugm-3,16.53144,V ugm-3,29.6895,V ugm-3
09/08/2022,02:00:00,5.87778,V ugm-3,16.87507,V ugm-3,24.85069,V ugm-3
09/08/2022,03:00:00,8.25717,V ugm-3,16.72104,V ugm-3,24.50054,V ugm-3
09/08/2022,04:00:00,12.80879,V ugm-3,13.22195,V ugm-3,27.99608,V ugm-3
09/08/2022,05:00:00,19.32286,V ugm-3,15.8975,V ugm-3,29.8618,V ugm-3
09/08/2022,06:00:00,31.98906,V ugm-3,23.21031,V ugm-3,35.2792,V ugm-3
09/08/2022,07:00:00,35.20579,V ugm-3,40.26859,V ugm-3,42.33002,V ugm-3
09/08/2022,08:00:00,34.01452,V ugm-3,32.02186,V ugm-3,39.18513,V ugm-3
09/08/2022,09:00:00,30.44086,V ugm-3,22.13531,V ugm-3,26.99559,V ugm-3
09/08/2022,10:00:00,34.68063,V ugm-3,No data,V ugm-3,21.75741,V ugm-3
09/08/2022,11:00:00,24.49543,V ugm-3,No data,V ugm-3,20.17418,V ugm-3
09/08/2022,12:00:00,33.02553,V ugm-3,8.37184,V ugm-3,17.30818,V ugm-3
09/08/2022,13:00:00,25.43305,V ugm-3,5.9181,V ugm-3,13.8781,V ugm-3
09/08/2022,14:00:00,27.57231,V ugm-3,8.28409,V ugm-3,18.08689,V ugm-3
09/08/2022,15:00:00,37.1123,V ugm-3,6.38086,V ugm-3,13.613,V ugm-3
09/08/2022,16:00:00,26.60583,V ugm-3,7.92455,V ugm-3,17.1465,V ugm-3
09/08/2022,17:00:00,49.68969,V ugm-3,9.21068,V ugm-3,10.91363,V ugm-3
09/08/2022,18:00:00,65.37711,V ugm-3,9.72376,V ugm-3,14.28369,V ugm-3
09/08/2022,19:00:00,61.28567,V ugm-3,11.52405,V ugm-3,16.0469,V ugm-3
09/08/2022,20:00:00,90.67117,V ugm-3,18.8288,V ugm-3,35.56058,V ugm-3
09/08/2022,21:00:00,66.95377,V ugm-3,19.18896,V ugm-3,31.29848,V ugm-3
09/08/2022,22:00:00,41.9222,V ugm-3,31.58731,V ugm-3,14.17602,V ugm-3
09/08/2022,23:00:00,46.76888,V ugm-3,38.84158,V ugm-3,23.83331,V ugm-3
09/08/2022,24:00:00,46.7641,V ugm-3,27.268,V ugm-3,40.36844,V ugm-3
10/08/2022,01:00:00,31.61368,V ugm-3,29.20251,V ugm-3,46.66613,V ugm-3
10/08/2022,02:00:00,26.4134,V ugm-3,14.8091,V ugm-3,41.87214,V ugm-3
10/08/2022,03:00:00,26.07577,V ugm-3,15.96315,V ugm-3,36.45439,V ugm-3
10/08/2022,04:00:00,26.38506,V ugm-3,16.11961,V ugm-3,28.43325,V ugm-3
10/08/2022,05:00:00,44.78216,V ugm-3,17.61674,V ugm-3,28.08698,V ugm-3
10/08/2022,06:00:00,44.9582,V ugm-3,26.50852,V ugm-3,28.67466,V ugm-3
10/08/2022,07:00:00,72.4542,V ugm-3,57.40966,V ugm-3,37.24359,V ugm-3
10/08/2022,08:00:00,71.20171,V ugm-3,20.30781,V ugm-3,41.22936,V ugm-3
10/08/2022,09:00:00,37.23247,V ugm-3,9.19748,V ugm-3,23.47648,V ugm-3
10/08/2022,10:00:00,32.40753,V ugm-3,6.82047,V ugm-3,14.35779,V ugm-3
10/08/2022,11:00:00,35.64367,V ugm-3,7.18218,V ugm-3,12.53341,V ugm-3
10/08/2022,12:00:00,38.51189,V ugm-3,5.89094,V ugm-3,13.72547,V ugm-3
10/08/2022,13:00:00,34.47973,V ugm-3,5.94131,V ugm-3,11.8538,V ugm-3
10/08/2022,14:00:00,39.99797,V ugm-3,7.6977,V ugm-3,11.43736,V ugm-3
10/08/2022,15:00:00,45.60227,V ugm-3,12.76063,V ugm-3,7.69401,V ugm-3
10/08/2022,16:00:00,43.85155,V ugm-3,13.07198,V ugm-3,8.42198,V ugm-3
10/08/2022,17:00:00,47.99285,V ugm-3,13.94885,V ugm-3,11.38294,V ugm-3
10/08/2022,18:00:00,66.33801,V ugm-3,11.36459,V ugm-3,12.00458,V ugm-3
10/08/2022,19:00:00,54.88472,V ugm-3,18.75216,V ugm-3,10.92099,V ugm-3
10/08/2022,20:00:00,60.14237,V ugm-3,17.0462,V ugm-3,19.06235,V ugm-3
10/08/2022,21:00:00,82.96925,V ugm-3,18.13133,V ugm-3,23.42448,V ugm-3
10/08/2022,22:00:00,62.50751,V ugm-3,18.13119,V ugm-3,24.87935,V ugm-3
10/08/2022,23:00:00,79.41672,V ugm-3,31.61388,V ugm-3,24.35978,V ugm-3
10/08/2022,24:00:00,51.13081,V ugm-3,27.32581,V ugm-3,29.14369,V ugm-3
11/08/2022,01:00:00,44.15047,V ugm-3,18.74175,V ugm-3,40.97841,V ugm-3
11/08/2022,02:00:00,20.5658,V ugm-3,15.49325,V ugm-3,31.7987,V ugm-3
11/08/2022,03:00:00,14.64134,V ugm-3,18.67398,V ugm-3,29.14409,V ugm-3
11/08/2022,04:00:00,18.13163,V ugm-3,19.24316,V ugm-3,34.21078,V ugm-3
11/08/2022,05:00:00,34.40058,V ugm-3,18.62212,V ugm-3,35.92045,V ugm-3
11/08/2022,06:00:00,50.22227,V ugm-3,32.48752,V ugm-3,37.82572,V ugm-3
11/08/2022,07:00:00,58.69795,V ugm-3,45.15526,V ugm-3,51.86665,V ugm-3
11/08/2022,08:00:00,52.60612,V ugm-3,47.98072,V ugm-3,52.41267,V ugm-3
11/08/2022,09:00:00,51.63553,V ugm-3,44.37863,V ugm-3,No data,V ugm-3
11/08/2022,10:00:00,58.31481,V ugm-3,48.00782,V ugm-3,No data,V ugm-3
11/08/2022,11:00:00,58.66074,V ugm-3,21.5836,V ugm-3,15.5395,V ugm-3
11/08/2022,12:00:00,47.65389,V ugm-3,12.24271,V ugm-3,11.75673,V ugm-3
11/08/2022,13:00:00,37.4642,V ugm-3,12.13882,V ugm-3,8.48228,V ugm-3
11/08/2022,14:00:00,61.74479,V ugm-3,11.88185,V ugm-3,9.41635,V ugm-3
11/08/2022,15:00:00,45.75701,V ugm-3,11.41267,V ugm-3,5.67361,V ugm-3
11/08/2022,16:00:00,46.06238,V ugm-3,10.73812,V ugm-3,5.93517,V ugm-3
11/08/2022,17:00:00,54.1964,V ugm-3,9.95907,V ugm-3,7.39235,V ugm-3
11/08/2022,18:00:00,72.97622,V ugm-3,10.68487,V ugm-3,6.4529,V ugm-3
11/08/2022,19:00:00,57.90151,V ugm-3,11.82514,V ugm-3,10.19456,V ugm-3
11/08/2022,20:00:00,53.42113,V ugm-3,13.79588,V ugm-3,10.50377,V ugm-3
11/08/2022,21:00:00,61.51594,V ugm-3,21.99157,V ugm-3,14.44894,V ugm-3
11/08/2022,22:00:00,64.3442,V ugm-3,24.53374,V ugm-3,23.38552,V ugm-3
11/08/2022,23:00:00,59.62308,V ugm-3,36.46294,V ugm-3,24.68505,V ugm-3
11/08/2022,24:00:00,38.65649,V ugm-3,36.98164,V ugm-3,57.23083,V ugm-3
12/08/2022,01:00:00,28.63059,V ugm-3,26.17671,V ugm-3,62.61047,V ugm-3
12/08/2022,02:00:00,18.98664,V ugm-3,21.3165,V ugm-3,51.58937,V ugm-3
12/08/2022,03:00:00,17.5738,V ugm-3,18.85168,V ugm-3,44.00736,V ugm-3
12/08/2022,04:00:00,15.79699,V ugm-3,19.99734,V ugm-3,45.96306,V ugm-3
12/08/2022,05:00:00,29.17949,V ugm-3,23.12281,V ugm-3,42.54136,V ugm-3
12/08/2022,06:00:00,31.39253,V ugm-3,23.75172,V ugm-3,43.9854,V ugm-3
12/08/2022,07:00:00,43.94438,V ugm-3,38.24846,V ugm-3,46.18684,V ugm-3
12/08/2022,08:00:00,42.39314,V ugm-3,27.71775,V ugm-3,38.55895,V ugm-3
12/08/2022,09:00:00,57.44645,V ugm-3,34.38607,V ugm-3,35.5125,V ugm-3
12/08/2022,10:00:00,50.53454,V ugm-3,32.66549,V ugm-3,30.15271,V ugm-3
12/08/2022,11:00:00,47.11308,V ugm-3,21.30663,V ugm-3,24.5621,V ugm-3
12/08/2022,12:00:00,40.84463,V ugm-3,12.24122,V ugm-3,12.38823,V ugm-3
12/08/2022,13:00:00,43.79013,V ugm-3,10.00075,V ugm-3,8.12176,V ugm-3
12/08/2022,14:00:00,42.34252,V ugm-3,8.69807,V ugm-3,9.37173,V ugm-3
12/08/2022,15:00:00,46.08911,V ugm-3,12.60612,V ugm-3,7.0288,V ugm-3
12/08/2022,16:00:00,38.91086,V ugm-3,9.37539,V ugm-3,6.76963,V ugm-3
12/08/2022,17:00:00,45.42357,V ugm-3,9.73928,V ugm-3,7.18653,V ugm-3
12/08/2022,18:00:00,44.86539,V ugm-3,10.20741,V ugm-3,7.08006,V ugm-3
12/08/2022,19:00:00,45.92128,V ugm-3,10.72761,V ugm-3,6.5058,V ugm-3
12/08/2022,20:00:00,48.98467,V ugm-3,12.28953,V ugm-3,9.52051,V ugm-3
12/08/2022,21:00:00,47.8333,V ugm-3,9.00866,V ugm-3,18.98116,V ugm-3
12/08/2022,22:00:00,68.50889,V ugm-3,30.35892,V ugm-3,21.53093,V ugm-3
12/08/2022,23:00:00,60.93996,V ugm-3,30.4113,V ugm-3,23.34943,V ugm-3
12/08/2022,24:00:00,39.15649,V ugm-3,28.32918,V ugm-3,30.6349,V ugm-3
13/08/2022,01:00:00,38.61657,V ugm-3,19.38082,V ugm-3,29.56705,V ugm-3
13/08/2022,02:00:00,38.85135,V ugm-3,18.54465,V ugm-3,21.6574,V ugm-3
13/08/2022,03:00:00,20.90245,V ugm-3,15.8956,V ugm-3,24.72413,V ugm-3
13/08/2022,04:00:00,26.34157,V ugm-3,16.15688,V ugm-3,29.62203,V ugm-3
13/08/2022,05:00:00,25.90379,V ugm-3,14.79736,V ugm-3,29.99248,V ugm-3
13/08/2022,06:00:00,31.73075,V ugm-3,17.30914,V ugm-3,38.53122,V ugm-3
13/08/2022,07:00:00,27.42791,V ugm-3,18.93461,V ugm-3,33.06793,V ugm-3
13/08/2022,08:00:00,26.38434,V ugm-3,14.70004,V ugm-3,26.45594,V ugm-3
13/08/2022,09:00:00,32.17266,V ugm-3,15.53828,V ugm-3,21.82591,V ugm-3
13/08/2022,10:00:00,31.0127,V ugm-3,14.96156,V ugm-3,22.44602,V ugm-3
13/08/2022,11:00:00,37.48811,V ugm-3,17.36761,V ugm-3,21.82377,V ugm-3
13/08/2022,12:00:00,31.02273,V ugm-3,12.81551,V ugm-3,17.96414,V ugm-3
13/08/2022,13:00:00,34.45493,V ugm-3,10.82688,V ugm-3,12.13234,V ugm-3
13/08/2022,14:00:00,56.30549,V ugm-3,10.93051,V ugm-3,8.38279,V ugm-3
13/08/2022,15:00:00,41.32978,V ugm-3,10.35507,V ugm-3,6.61398,V ugm-3
13/08/2022,16:00:00,42.45288,V ugm-3,9.09883,V ugm-3,5.471,V ugm-3
13/08/2022,17:00:00,52.0691,V ugm-3,8.78445,V ugm-3,6.92564,V ugm-3
13/08/2022,18:00:00,49.31906,V ugm-3,11.29401,V ugm-3,7.86169,V ugm-3
13/08/2022,19:00:00,55.58645,V ugm-3,12.86183,V ugm-3,10.35675,V ugm-3
13/08/2022,20:00:00,54.62792,V ugm-3,22.53423,V ugm-3,19.61465,V ugm-3
13/08/2022,21:00:00,48.06128,V ugm-3,21.22758,V ugm-3,18.05421,V ugm-3
13/08/2022,22:00:00,54.41449,V ugm-3,20.96641,V ugm-3,19.4095,V ugm-3
13/08/2022,23:00:00,37.04128,V ugm-3,21.33261,V ugm-3,20.08982,V ugm-3
13/08/2022,24:00:00,39.07807,V ugm-3,20.18314,V ugm-3,18.58389,V ugm-3
14/08/2022,01:00:00,28.66984,V ugm-3,23.5896,V ugm-3,14.79867,V ugm-3
14/08/2022,02:00:00,24.88724,V ugm-3,20.01979,V ugm-3,15.78221,V ugm-3
14/08/2022,03:00:00,19.31445,V ugm-3,16.69516,V ugm-3,15.2263,V ugm-3
14/08/2022,04:00:00,17.9523,V ugm-3,14.12306,V ugm-3,17.05475,V ugm-3
14/08/2022,05:00:00,20.59669,V ugm-3,13.07274,V ugm-3,17.30919,V ugm-3
14/08/2022,06:00:00,20.81992,V ugm-3,12.65349,V ugm-3,16.75327,V ugm-3
14/08/2022,07:00:00,21.20436,V ugm-3,10.8699,V ugm-3,31.79391,V ugm-3
14/08/2022,08:00:00,23.25153,V ugm-3,11.86905,V ugm-3,22.41859,V ugm-3
14/08/2022,09:00:00,20.31563,V ugm-3,12.23726,V ugm-3,18.05076,V ugm-3
14/08/2022,10:00:00,30.34684,V ugm-3,19.69642,V ugm-3,27.57289,V ugm-3
14/08/2022,11:00:00,45.53604,V ugm-3,27.57153,V ugm-3,26.83203,V ugm-3
14/08/2022,12:00:00,42.21987,V ugm-3,19.53684,V ugm-3,20.4786,V ugm-3
14/08/2022,13:00:00,28.81441,V ugm-3,12.3404,V ugm-3,11.87835,V ugm-3
14/08/2022,14:00:00,25.37768,V ugm-3,8.82097,V ugm-3,6.67059,V ugm-3
14/08/2022,15:00:00,33.80818,V ugm-3,7.82275,V ugm-3,6.35771,V ugm-3
14/08/2022,16:00:00,33.60865,V ugm-3,9.60845,V ugm-3,6.09615,V ugm-3
14/08/2022,17:00:00,35.34454,V ugm-3,6.87689,V ugm-3,7.18909,V ugm-3
14/08/2022,18:00:00,68.86677,V ugm-3,11.65368,V ugm-3,11.55763,V ugm-3
14/08/2022,19:00:00,45.08167,V ugm-3,19.78979,V ugm-3,9.37211,V ugm-3
14/08/2022,20:00:00,47.10701,V ugm-3,21.15478,V ugm-3,10.62077,V ugm-3
14/08/2022,21:00:00,81.97212,V ugm-3,19.05494,V ugm-3,10.46398,V ugm-3
14/08/2022,22:00:00,62.88647,V ugm-3,11.70617,V ugm-3,24.04463,V ugm-3
14/08/2022,23:00:00,64.09136,V ugm-3,27.24354,V ugm-3,22.43035,V ugm-3
14/08/2022,24:00:00,54.41671,V ugm-3,21.68112,V ugm-3,26.80209,V ugm-3
15/08/2022,01:00:00,40.48849,V ugm-3,21.78481,V ugm-3,30.06455,V ugm-3
15/08/2022,02:00:00,24.27729,V ugm-3,14.75775,V ugm-3,44.27892,V ugm-3
15/08/2022,03:00:00,24.1386,V ugm-3,13.70383,V ugm-3,43.40824,V ugm-3
15/08/2022,04:00:00,18.7709,V ugm-3,15.65382,V ugm-3,39.98414,V ugm-3
15/08/2022,05:00:00,38.62966,V ugm-3,17.60426,V ugm-3,42.17747,V ugm-3
15/08/2022,06:00:00,47.85433,V ugm-3,22.82288,V ugm-3,47.49118,V ugm-3
15/08/2022,07:00:00,53.91091,V ugm-3,42.76469,V ugm-3,51.78247,V ugm-3
15/08/2022,08:00:00,61.73137,V ugm-3,55.53377,V ugm-3,50.01624,V ugm-3
15/08/2022,09:00:00,47.5146,V ugm-3,27.89811,V ugm-3,41.88172,V ugm-3
15/08/2022,10:00:00,42.82171,V ugm-3,23.35795,V ugm-3,44.78572,V ugm-3
15/08/2022,11:00:00,33.33872,V ugm-3,17.34856,V ugm-3,36.79435,V ugm-3
15/08/2022,12:00:00,29.17897,V ugm-3,17.18781,V ugm-3,37.61155,V ugm-3
15/08/2022,13:00:00,31.33786,V ugm-3,18.71622,V ugm-3,41.46238,V ugm-3
15/08/2022,14:00:00,35.60949,V ugm-3,17.3939,V ugm-3,38.84801,V ugm-3
15/08/2022,15:00:00,49.45296,V ugm-3,16.92197,V ugm-3,40.42133,V ugm-3
15/08/2022,16:00:00,38.57861,V ugm-3,16.81437,V ugm-3,44.01474,V ugm-3
15/08/2022,17:00:00,57.98577,V ugm-3,13.49318,V ugm-3,36.71563,V ugm-3
